,Topics,Sub Topic,Type,Difficulty,Project Type,Workers
2333,Back End,Django,S2,17,Backend,Chairul Rizqi
2334,Back End,Django,S2,17,Backend,Sandrian Yulianto
2335,Back End,Django,S2,17,Backend,Abdullah Nur Hudi
2336,Back End,Django,S2,17,Backend,Vania Kylie
2337,Back End,Django,S2,17,Backend,Wahyu Fauzan
2338,Front End,Vue.js,S1,10,Frontend,Andi Rezal Oktavianto
2339,Front End,Vue.js,S1,10,Frontend,Muhammad Raden Syawali Akbar
2340,Front End,Vue.js,S1,10,Frontend,Iga Narendra Pramawijaya
2341,Front End,Vue.js,S1,10,Frontend,Abiyyu Diora Haqi
2342,Classification & Regression,Random Forest,S1,24,ML,Gabriel Kheisa
2343,Classification & Regression,Random Forest,S1,24,ML,Putu Gede Agung Karna Sampalan
2344,Classification & Regression,Random Forest,S1,24,ML,Sarah Sema Khairunisa
2345,Classification & Regression,Random Forest,S1,24,ML,Nyoman Satiya Najwa Sadha
2346,Classification & Regression,Random Forest,S1,24,ML,Azis Sofyanto
2347,Classification & Regression,Random Forest,S2,15,ML,Andhika Zulfikri
2348,Classification & Regression,Random Forest,S2,15,ML,Alvin Tan
2349,Classification & Regression,Random Forest,S2,15,ML,Putu Gede Agung Karna Sampalan
2350,Classification & Regression,Random Forest,S2,15,ML,Gabriel Kheisa
2351,Classification & Regression,Random Forest,S2,15,ML,I Putu Ranantha Nugraha Suparta
2352,Front End,Vue.js,S1,7,Frontend,Iga Narendra Pramawijaya
2353,Front End,Vue.js,S1,7,Frontend,Abiyyu Diora Haqi
2354,Data Engineering,Data Lake,S3,9,ML,Azis Sofyanto
2355,Data Engineering,Data Lake,S3,9,ML,Bagja Kurniadi
2356,Computer Vision,Optical Character Recognition,S2,27,ML,Azis Sofyanto
2357,Computer Vision,Optical Character Recognition,S2,27,ML,Sarah Sema Khairunisa
2358,Computer Vision,Optical Character Recognition,S2,27,ML,Andhika Zulfikri
2359,Computer Vision,Optical Character Recognition,S2,27,ML,Putu Gede Agung Karna Sampalan
2360,Computer Vision,Optical Character Recognition,S2,27,ML,Rikip Ginanjar
2361,Computer Vision,Object Detection,S3,22,ML,Nyoman Satiya Najwa Sadha
2362,Computer Vision,Object Detection,S3,22,ML,I Putu Ranantha Nugraha Suparta
2363,Computer Vision,Object Detection,S3,22,ML,Gabriel Kheisa
2364,Computer Vision,Object Detection,S3,22,ML,Bagja Kurniadi
2365,Computer Vision,Object Detection,S3,22,ML,Rikip Ginanjar
2366,Time-series,LSTM,S2,13,ML,Suci Rahmadani
2367,Time-series,LSTM,S2,13,ML,Alvin Tan
2368,Time-series,LSTM,S2,13,ML,Sarah Sema Khairunisa
2369,Time-series,LSTM,S2,13,ML,Nyoman Satiya Najwa Sadha
2370,Computer Vision,Image Segmentation,S2,6,ML,Putu Gede Agung Karna Sampalan
2371,Computer Vision,Image Segmentation,S2,6,ML,Gabriel Kheisa
2372,Data Engineering,Data Lake,S3,17,ML,Gabriel Kheisa
2373,Data Engineering,Data Lake,S3,17,ML,Andhika Zulfikri
2374,Data Engineering,Data Lake,S3,17,ML,Bagja Kurniadi
2375,Data Engineering,Data Lake,S3,17,ML,Putu Gede Agung Karna Sampalan
2376,Data Engineering,Data Lake,S3,17,ML,Nyoman Satiya Najwa Sadha
2377,Time-series,LSTM,S2,23,ML,Christopher Kristianto
2378,Time-series,LSTM,S2,23,ML,Alvin Tan
2379,Time-series,LSTM,S2,23,ML,Gabriel Kheisa
2380,Time-series,LSTM,S2,23,ML,Sarah Sema Khairunisa
2381,Time-series,LSTM,S2,23,ML,Andhika Zulfikri
2382,Data Engineering,Data Lake,S1,20,ML,Sarah Sema Khairunisa
2383,Data Engineering,Data Lake,S1,20,ML,Farel Eden
2384,Data Engineering,Data Lake,S1,20,ML,Suci Rahmadani
2385,Data Engineering,Data Lake,S1,20,ML,I Putu Ranantha Nugraha Suparta
2386,Data Engineering,Data Lake,S1,20,ML,Gabriel Kheisa
2387,Data Engineering,ETL,S2,15,ML,I Putu Ranantha Nugraha Suparta
2388,Data Engineering,ETL,S2,15,ML,Alvin Tan
2389,Data Engineering,ETL,S2,15,ML,Christopher Kristianto
2390,Data Engineering,ETL,S2,15,ML,Gabriel Kheisa
2391,Data Engineering,ETL,S2,15,ML,Sarah Sema Khairunisa
2392,Data Engineering,ETL,S1,18,ML,Rikip Ginanjar
2393,Data Engineering,ETL,S1,18,ML,Christopher Kristianto
2394,Data Engineering,ETL,S1,18,ML,Azis Sofyanto
2395,Data Engineering,ETL,S1,18,ML,Bagja Kurniadi
2396,Data Engineering,ETL,S1,18,ML,I Putu Ranantha Nugraha Suparta
2397,NLP,Text Classification,S1,28,ML,I Putu Ranantha Nugraha Suparta
2398,NLP,Text Classification,S1,28,ML,Alvin Tan
2399,NLP,Text Classification,S1,28,ML,Azis Sofyanto
2400,NLP,Text Classification,S1,28,ML,Suci Rahmadani
2401,NLP,Text Classification,S1,28,ML,Sarah Sema Khairunisa
2402,Classification & Regression,Random Forest,S3,9,ML,Gabriel Kheisa
2403,Classification & Regression,Random Forest,S3,9,ML,Andhika Zulfikri
2404,Classification & Regression,Random Forest,S3,21,ML,Bagja Kurniadi
2405,Classification & Regression,Random Forest,S3,21,ML,Sarah Sema Khairunisa
2406,Classification & Regression,Random Forest,S3,21,ML,Putu Gede Agung Karna Sampalan
2407,Classification & Regression,Random Forest,S3,21,ML,Rikip Ginanjar
2408,Classification & Regression,Random Forest,S3,21,ML,Farel Eden
2409,Classification & Regression,Gradient Boosting,S3,9,ML,Putu Gede Agung Karna Sampalan
2410,Classification & Regression,Gradient Boosting,S3,9,ML,Azis Sofyanto
2411,NLP,Text Classification,S2,9,ML,Azis Sofyanto
2412,NLP,Text Classification,S2,9,ML,Christopher Kristianto
2413,Front End,Ember.js,S1,18,Frontend,Andi Rezal Oktavianto
2414,Front End,Ember.js,S1,18,Frontend,Imam
2415,Front End,Ember.js,S1,18,Frontend,Muhammad Raden Syawali Akbar
2416,Front End,Ember.js,S1,18,Frontend,Abiyyu Diora Haqi
2417,Front End,Ember.js,S1,18,Frontend,Iga Narendra Pramawijaya
2418,Time-series,LSTM,S3,6,ML,Farel Eden
2419,Time-series,LSTM,S3,6,ML,Andhika Zulfikri
2420,Back End,Express.js,S3,20,Backend,Wahyu Fauzan
2421,Back End,Express.js,S3,20,Backend,Abdullah Nur Hudi
2422,Back End,Express.js,S3,20,Backend,Vania Kylie
2423,Back End,Express.js,S3,20,Backend,Chairul Rizqi
2424,Back End,Express.js,S3,20,Backend,Sandrian Yulianto
2425,Classification & Regression,Gradient Boosting,S3,26,ML,I Putu Ranantha Nugraha Suparta
2426,Classification & Regression,Gradient Boosting,S3,26,ML,Nyoman Satiya Najwa Sadha
2427,Classification & Regression,Gradient Boosting,S3,26,ML,Rikip Ginanjar
2428,Classification & Regression,Gradient Boosting,S3,26,ML,Christopher Kristianto
2429,Classification & Regression,Gradient Boosting,S3,26,ML,Gabriel Kheisa
2430,Back End,Node.js,S1,18,Backend,Wahyu Fauzan
2431,Back End,Node.js,S1,18,Backend,Abdullah Nur Hudi
2432,Back End,Node.js,S1,18,Backend,Chairul Rizqi
2433,Back End,Node.js,S1,18,Backend,Vania Kylie
2434,Back End,Node.js,S1,18,Backend,Sandrian Yulianto
2435,Time-series,LSTM,S3,29,ML,Farel Eden
2436,Time-series,LSTM,S3,29,ML,Putu Gede Agung Karna Sampalan
2437,Time-series,LSTM,S3,29,ML,Nyoman Satiya Najwa Sadha
2438,Time-series,LSTM,S3,29,ML,Alvin Tan
2439,Time-series,LSTM,S3,29,ML,Azis Sofyanto
2440,Front End,Angular,S1,6,Frontend,Iga Narendra Pramawijaya
2441,Front End,Angular,S1,6,Frontend,Andi Rezal Oktavianto
2442,Time-series,LSTM,S2,19,ML,Putu Gede Agung Karna Sampalan
2443,Time-series,LSTM,S2,19,ML,Andhika Zulfikri
2444,Time-series,LSTM,S2,19,ML,Azis Sofyanto
2445,Time-series,LSTM,S2,19,ML,I Putu Ranantha Nugraha Suparta
2446,Time-series,LSTM,S2,19,ML,Farel Eden
2447,NLP,Sentiment Analysis,S1,21,ML,Christopher Kristianto
2448,NLP,Sentiment Analysis,S1,21,ML,Sarah Sema Khairunisa
2449,NLP,Sentiment Analysis,S1,21,ML,Rikip Ginanjar
2450,NLP,Sentiment Analysis,S1,21,ML,Andhika Zulfikri
2451,NLP,Sentiment Analysis,S1,21,ML,Azis Sofyanto
2452,NLP,Sentiment Analysis,S2,5,ML,Alvin Tan
2453,NLP,Sentiment Analysis,S2,5,ML,Bagja Kurniadi
2454,Classification & Regression,Random Forest,S3,7,ML,Andhika Zulfikri
2455,Classification & Regression,Random Forest,S3,7,ML,Gabriel Kheisa
2456,NLP,Named Entity Recognition,S2,19,ML,Sarah Sema Khairunisa
2457,NLP,Named Entity Recognition,S2,19,ML,Bagja Kurniadi
2458,NLP,Named Entity Recognition,S2,19,ML,Nyoman Satiya Najwa Sadha
2459,NLP,Named Entity Recognition,S2,19,ML,Azis Sofyanto
2460,NLP,Named Entity Recognition,S2,19,ML,Christopher Kristianto
2461,Classification & Regression,Random Forest,S2,10,ML,Putu Gede Agung Karna Sampalan
2462,Classification & Regression,Random Forest,S2,10,ML,Farel Eden
2463,Classification & Regression,Random Forest,S2,10,ML,Azis Sofyanto
2464,Classification & Regression,Random Forest,S2,10,ML,Suci Rahmadani
2465,Computer Vision,Image Segmentation,S1,27,ML,Farel Eden
2466,Computer Vision,Image Segmentation,S1,27,ML,Gabriel Kheisa
2467,Computer Vision,Image Segmentation,S1,27,ML,Rikip Ginanjar
2468,Computer Vision,Image Segmentation,S1,27,ML,Azis Sofyanto
2469,Computer Vision,Image Segmentation,S1,27,ML,Suci Rahmadani
2470,Front End,React,S3,20,Frontend,Iga Narendra Pramawijaya
2471,Front End,React,S3,20,Frontend,Muhammad Raden Syawali Akbar
2472,Front End,React,S3,20,Frontend,Andi Rezal Oktavianto
2473,Front End,React,S3,20,Frontend,Imam
2474,Front End,React,S3,20,Frontend,Abiyyu Diora Haqi
2475,Classification & Regression,Linear Regression,S3,22,ML,Farel Eden
2476,Classification & Regression,Linear Regression,S3,22,ML,Bagja Kurniadi
2477,Classification & Regression,Linear Regression,S3,22,ML,Nyoman Satiya Najwa Sadha
2478,Classification & Regression,Linear Regression,S3,22,ML,Putu Gede Agung Karna Sampalan
2479,Classification & Regression,Linear Regression,S3,22,ML,Sarah Sema Khairunisa
2480,Data Engineering,Data Warehousing,S1,18,ML,Sarah Sema Khairunisa
2481,Data Engineering,Data Warehousing,S1,18,ML,Azis Sofyanto
2482,Data Engineering,Data Warehousing,S1,18,ML,Gabriel Kheisa
2483,Data Engineering,Data Warehousing,S1,18,ML,Andhika Zulfikri
2484,Data Engineering,Data Warehousing,S1,18,ML,Bagja Kurniadi
2485,Front End,Vue.js,S1,24,Frontend,Muhammad Raden Syawali Akbar
2486,Front End,Vue.js,S1,24,Frontend,Andi Rezal Oktavianto
2487,Front End,Vue.js,S1,24,Frontend,Iga Narendra Pramawijaya
2488,Front End,Vue.js,S1,24,Frontend,Abiyyu Diora Haqi
2489,Front End,Vue.js,S1,24,Frontend,Imam
2490,Speech / Audio,Speech Recognition,S3,13,ML,Suci Rahmadani
2491,Speech / Audio,Speech Recognition,S3,13,ML,Christopher Kristianto
2492,Speech / Audio,Speech Recognition,S3,13,ML,Azis Sofyanto
2493,Speech / Audio,Speech Recognition,S3,13,ML,I Putu Ranantha Nugraha Suparta
2494,Speech / Audio,Audio Signal Processing,S2,18,ML,Nyoman Satiya Najwa Sadha
2495,Speech / Audio,Audio Signal Processing,S2,18,ML,Farel Eden
2496,Speech / Audio,Audio Signal Processing,S2,18,ML,Azis Sofyanto
2497,Speech / Audio,Audio Signal Processing,S2,18,ML,I Putu Ranantha Nugraha Suparta
2498,Speech / Audio,Audio Signal Processing,S2,18,ML,Sarah Sema Khairunisa
2499,Speech / Audio,Music Information Retrieval,S1,6,ML,Bagja Kurniadi
2500,Speech / Audio,Music Information Retrieval,S1,6,ML,Farel Eden
2501,Computer Vision,Object Detection,S2,17,ML,Azis Sofyanto
2502,Computer Vision,Object Detection,S2,17,ML,I Putu Ranantha Nugraha Suparta
2503,Computer Vision,Object Detection,S2,17,ML,Putu Gede Agung Karna Sampalan
2504,Computer Vision,Object Detection,S2,17,ML,Gabriel Kheisa
2505,Computer Vision,Object Detection,S2,17,ML,Alvin Tan
2506,Time-series,ARIMA,S3,7,ML,Christopher Kristianto
2507,Time-series,ARIMA,S3,7,ML,Azis Sofyanto
2508,Computer Vision,Optical Character Recognition,S3,14,ML,Rikip Ginanjar
2509,Computer Vision,Optical Character Recognition,S3,14,ML,Azis Sofyanto
2510,Computer Vision,Optical Character Recognition,S3,14,ML,Nyoman Satiya Najwa Sadha
2511,Computer Vision,Optical Character Recognition,S3,14,ML,Alvin Tan
2512,NLP,Text Classification,S2,25,ML,Farel Eden
2513,NLP,Text Classification,S2,25,ML,Christopher Kristianto
2514,NLP,Text Classification,S2,25,ML,Putu Gede Agung Karna Sampalan
2515,NLP,Text Classification,S2,25,ML,Azis Sofyanto
2516,NLP,Text Classification,S2,25,ML,Gabriel Kheisa
2517,Time-series,ARIMA,S3,8,ML,Putu Gede Agung Karna Sampalan
2518,Time-series,ARIMA,S3,8,ML,Suci Rahmadani
2519,NLP,Named Entity Recognition,S1,28,ML,Andhika Zulfikri
2520,NLP,Named Entity Recognition,S1,28,ML,I Putu Ranantha Nugraha Suparta
2521,NLP,Named Entity Recognition,S1,28,ML,Alvin Tan
2522,NLP,Named Entity Recognition,S1,28,ML,Putu Gede Agung Karna Sampalan
2523,NLP,Named Entity Recognition,S1,28,ML,Suci Rahmadani
2524,Data Engineering,Data Lake,S3,22,ML,Azis Sofyanto
2525,Data Engineering,Data Lake,S3,22,ML,Farel Eden
2526,Data Engineering,Data Lake,S3,22,ML,Alvin Tan
2527,Data Engineering,Data Lake,S3,22,ML,Sarah Sema Khairunisa
2528,Data Engineering,Data Lake,S3,22,ML,Christopher Kristianto
2529,Time-series,LSTM,S1,10,ML,Farel Eden
2530,Time-series,LSTM,S1,10,ML,Putu Gede Agung Karna Sampalan
2531,Time-series,LSTM,S1,10,ML,Alvin Tan
2532,Time-series,LSTM,S1,10,ML,Nyoman Satiya Najwa Sadha
2533,Classification & Regression,Random Forest,S1,22,ML,Suci Rahmadani
2534,Classification & Regression,Random Forest,S1,22,ML,Farel Eden
2535,Classification & Regression,Random Forest,S1,22,ML,Gabriel Kheisa
2536,Classification & Regression,Random Forest,S1,22,ML,Bagja Kurniadi
2537,Classification & Regression,Random Forest,S1,22,ML,I Putu Ranantha Nugraha Suparta
2538,Speech / Audio,Speech Recognition,S1,8,ML,Suci Rahmadani
2539,Speech / Audio,Speech Recognition,S1,8,ML,Nyoman Satiya Najwa Sadha
2540,Back End,Django,S2,24,Backend,Wahyu Fauzan
2541,Back End,Django,S2,24,Backend,Vania Kylie
2542,Back End,Django,S2,24,Backend,Abdullah Nur Hudi
2543,Back End,Django,S2,24,Backend,Sandrian Yulianto
2544,Back End,Django,S2,24,Backend,Chairul Rizqi
2545,Classification & Regression,Gradient Boosting,S3,19,ML,Christopher Kristianto
2546,Classification & Regression,Gradient Boosting,S3,19,ML,Farel Eden
2547,Classification & Regression,Gradient Boosting,S3,19,ML,I Putu Ranantha Nugraha Suparta
2548,Classification & Regression,Gradient Boosting,S3,19,ML,Nyoman Satiya Najwa Sadha
2549,Classification & Regression,Gradient Boosting,S3,19,ML,Sarah Sema Khairunisa
2550,Back End,Node.js,S2,21,Backend,Chairul Rizqi
2551,Back End,Node.js,S2,21,Backend,Vania Kylie
2552,Back End,Node.js,S2,21,Backend,Wahyu Fauzan
2553,Back End,Node.js,S2,21,Backend,Sandrian Yulianto
2554,Back End,Node.js,S2,21,Backend,Abdullah Nur Hudi
2555,Front End,React,S1,12,Frontend,Abiyyu Diora Haqi
2556,Front End,React,S1,12,Frontend,Andi Rezal Oktavianto
2557,Front End,React,S1,12,Frontend,Muhammad Raden Syawali Akbar
2558,Front End,React,S1,12,Frontend,Iga Narendra Pramawijaya
2559,Back End,Express.js,S3,22,Backend,Sandrian Yulianto
2560,Back End,Express.js,S3,22,Backend,Wahyu Fauzan
2561,Back End,Express.js,S3,22,Backend,Chairul Rizqi
2562,Back End,Express.js,S3,22,Backend,Abdullah Nur Hudi
2563,Back End,Express.js,S3,22,Backend,Vania Kylie
2564,Data Engineering,Data Integration,S1,25,ML,I Putu Ranantha Nugraha Suparta
2565,Data Engineering,Data Integration,S1,25,ML,Gabriel Kheisa
2566,Data Engineering,Data Integration,S1,25,ML,Bagja Kurniadi
2567,Data Engineering,Data Integration,S1,25,ML,Azis Sofyanto
2568,Data Engineering,Data Integration,S1,25,ML,Nyoman Satiya Najwa Sadha
2569,Data Engineering,Data Integration,S1,18,ML,Alvin Tan
2570,Data Engineering,Data Integration,S1,18,ML,Suci Rahmadani
2571,Data Engineering,Data Integration,S1,18,ML,Christopher Kristianto
2572,Data Engineering,Data Integration,S1,18,ML,Farel Eden
2573,Data Engineering,Data Integration,S1,18,ML,Bagja Kurniadi
2574,Front End,Ember.js,S1,27,Frontend,Andi Rezal Oktavianto
2575,Front End,Ember.js,S1,27,Frontend,Abiyyu Diora Haqi
2576,Front End,Ember.js,S1,27,Frontend,Imam
2577,Front End,Ember.js,S1,27,Frontend,Muhammad Raden Syawali Akbar
2578,Front End,Ember.js,S1,27,Frontend,Iga Narendra Pramawijaya
2579,Speech / Audio,Music Information Retrieval,S1,11,ML,Rikip Ginanjar
2580,Speech / Audio,Music Information Retrieval,S1,11,ML,Nyoman Satiya Najwa Sadha
2581,Speech / Audio,Music Information Retrieval,S1,11,ML,I Putu Ranantha Nugraha Suparta
2582,Speech / Audio,Music Information Retrieval,S1,11,ML,Christopher Kristianto
2583,Data Engineering,Data Lake,S3,9,ML,Andhika Zulfikri
2584,Data Engineering,Data Lake,S3,9,ML,Rikip Ginanjar
2585,Back End,Node.js,S1,13,Backend,Abdullah Nur Hudi
2586,Back End,Node.js,S1,13,Backend,Wahyu Fauzan
2587,Back End,Node.js,S1,13,Backend,Vania Kylie
2588,Back End,Node.js,S1,13,Backend,Sandrian Yulianto
2589,Time-series,LSTM,S2,13,ML,Alvin Tan
2590,Time-series,LSTM,S2,13,ML,Putu Gede Agung Karna Sampalan
2591,Time-series,LSTM,S2,13,ML,I Putu Ranantha Nugraha Suparta
2592,Time-series,LSTM,S2,13,ML,Suci Rahmadani
2593,Speech / Audio,Speech Recognition,S2,6,ML,Nyoman Satiya Najwa Sadha
2594,Speech / Audio,Speech Recognition,S2,6,ML,Bagja Kurniadi
2595,Speech / Audio,Music Information Retrieval,S3,21,ML,Farel Eden
2596,Speech / Audio,Music Information Retrieval,S3,21,ML,Bagja Kurniadi
2597,Speech / Audio,Music Information Retrieval,S3,21,ML,Azis Sofyanto
2598,Speech / Audio,Music Information Retrieval,S3,21,ML,Gabriel Kheisa
2599,Speech / Audio,Music Information Retrieval,S3,21,ML,Rikip Ginanjar
2600,Front End,Vue.js,S2,29,Frontend,Abiyyu Diora Haqi
2601,Front End,Vue.js,S2,29,Frontend,Iga Narendra Pramawijaya
2602,Front End,Vue.js,S2,29,Frontend,Andi Rezal Oktavianto
2603,Front End,Vue.js,S2,29,Frontend,Imam
2604,Front End,Vue.js,S2,29,Frontend,Muhammad Raden Syawali Akbar
2605,Time-series,LSTM,S2,29,ML,Andhika Zulfikri
2606,Time-series,LSTM,S2,29,ML,I Putu Ranantha Nugraha Suparta
2607,Time-series,LSTM,S2,29,ML,Farel Eden
2608,Time-series,LSTM,S2,29,ML,Rikip Ginanjar
2609,Time-series,LSTM,S2,29,ML,Sarah Sema Khairunisa
2610,Computer Vision,Face Recognition,S2,27,ML,Putu Gede Agung Karna Sampalan
2611,Computer Vision,Face Recognition,S2,27,ML,I Putu Ranantha Nugraha Suparta
2612,Computer Vision,Face Recognition,S2,27,ML,Bagja Kurniadi
2613,Computer Vision,Face Recognition,S2,27,ML,Suci Rahmadani
2614,Computer Vision,Face Recognition,S2,27,ML,Sarah Sema Khairunisa
2615,NLP,Named Entity Recognition,S2,20,ML,Bagja Kurniadi
2616,NLP,Named Entity Recognition,S2,20,ML,Alvin Tan
2617,NLP,Named Entity Recognition,S2,20,ML,Christopher Kristianto
2618,NLP,Named Entity Recognition,S2,20,ML,I Putu Ranantha Nugraha Suparta
2619,NLP,Named Entity Recognition,S2,20,ML,Azis Sofyanto
2620,Computer Vision,Object Detection,S2,8,ML,Rikip Ginanjar
2621,Computer Vision,Object Detection,S2,8,ML,Alvin Tan
2622,Back End,Flask,S1,17,Backend,Vania Kylie
2623,Back End,Flask,S1,17,Backend,Sandrian Yulianto
2624,Back End,Flask,S1,17,Backend,Abdullah Nur Hudi
2625,Back End,Flask,S1,17,Backend,Wahyu Fauzan
2626,Back End,Flask,S1,17,Backend,Chairul Rizqi
2627,Data Engineering,Data Warehousing,S3,24,ML,Sarah Sema Khairunisa
2628,Data Engineering,Data Warehousing,S3,24,ML,Bagja Kurniadi
2629,Data Engineering,Data Warehousing,S3,24,ML,Christopher Kristianto
2630,Data Engineering,Data Warehousing,S3,24,ML,Farel Eden
2631,Data Engineering,Data Warehousing,S3,24,ML,Andhika Zulfikri
2632,Back End,Flask,S1,29,Backend,Chairul Rizqi
2633,Back End,Flask,S1,29,Backend,Abdullah Nur Hudi
2634,Back End,Flask,S1,29,Backend,Vania Kylie
2635,Back End,Flask,S1,29,Backend,Wahyu Fauzan
2636,Back End,Flask,S1,29,Backend,Sandrian Yulianto
2637,Back End,Django,S1,11,Backend,Sandrian Yulianto
2638,Back End,Django,S1,11,Backend,Wahyu Fauzan
2639,Back End,Django,S1,11,Backend,Vania Kylie
2640,Back End,Django,S1,11,Backend,Abdullah Nur Hudi
2641,Speech / Audio,Speech Recognition,S2,26,ML,Christopher Kristianto
2642,Speech / Audio,Speech Recognition,S2,26,ML,Suci Rahmadani
2643,Speech / Audio,Speech Recognition,S2,26,ML,Gabriel Kheisa
2644,Speech / Audio,Speech Recognition,S2,26,ML,Nyoman Satiya Najwa Sadha
2645,Speech / Audio,Speech Recognition,S2,26,ML,Alvin Tan
2646,Front End,Angular,S1,28,Frontend,Muhammad Raden Syawali Akbar
2647,Front End,Angular,S1,28,Frontend,Abiyyu Diora Haqi
2648,Front End,Angular,S1,28,Frontend,Imam
2649,Front End,Angular,S1,28,Frontend,Iga Narendra Pramawijaya
2650,Front End,Angular,S1,28,Frontend,Andi Rezal Oktavianto
2651,Speech / Audio,Speech Recognition,S1,11,ML,Rikip Ginanjar
2652,Speech / Audio,Speech Recognition,S1,11,ML,Sarah Sema Khairunisa
2653,Speech / Audio,Speech Recognition,S1,11,ML,Bagja Kurniadi
2654,Speech / Audio,Speech Recognition,S1,11,ML,Christopher Kristianto
2655,Classification & Regression,Logistic Regression,S2,19,ML,Sarah Sema Khairunisa
2656,Classification & Regression,Logistic Regression,S2,19,ML,Bagja Kurniadi
2657,Classification & Regression,Logistic Regression,S2,19,ML,Andhika Zulfikri
2658,Classification & Regression,Logistic Regression,S2,19,ML,Suci Rahmadani
2659,Classification & Regression,Logistic Regression,S2,19,ML,Azis Sofyanto
2660,Data Engineering,Data Warehousing,S2,27,ML,Christopher Kristianto
2661,Data Engineering,Data Warehousing,S2,27,ML,Suci Rahmadani
2662,Data Engineering,Data Warehousing,S2,27,ML,Azis Sofyanto
2663,Data Engineering,Data Warehousing,S2,27,ML,Alvin Tan
2664,Data Engineering,Data Warehousing,S2,27,ML,Nyoman Satiya Najwa Sadha
2665,Speech / Audio,Speaker Recognition,S1,20,ML,Azis Sofyanto
2666,Speech / Audio,Speaker Recognition,S1,20,ML,Nyoman Satiya Najwa Sadha
2667,Speech / Audio,Speaker Recognition,S1,20,ML,Andhika Zulfikri
2668,Speech / Audio,Speaker Recognition,S1,20,ML,Farel Eden
2669,Speech / Audio,Speaker Recognition,S1,20,ML,I Putu Ranantha Nugraha Suparta
2670,Speech / Audio,Speaker Recognition,S2,29,ML,Andhika Zulfikri
2671,Speech / Audio,Speaker Recognition,S2,29,ML,Alvin Tan
2672,Speech / Audio,Speaker Recognition,S2,29,ML,Rikip Ginanjar
2673,Speech / Audio,Speaker Recognition,S2,29,ML,Farel Eden
2674,Speech / Audio,Speaker Recognition,S2,29,ML,Gabriel Kheisa
2675,Classification & Regression,Random Forest,S2,28,ML,Suci Rahmadani
2676,Classification & Regression,Random Forest,S2,28,ML,I Putu Ranantha Nugraha Suparta
2677,Classification & Regression,Random Forest,S2,28,ML,Andhika Zulfikri
2678,Classification & Regression,Random Forest,S2,28,ML,Christopher Kristianto
2679,Classification & Regression,Random Forest,S2,28,ML,Azis Sofyanto
2680,Time-series,ARIMA,S3,25,ML,Gabriel Kheisa
2681,Time-series,ARIMA,S3,25,ML,Bagja Kurniadi
2682,Time-series,ARIMA,S3,25,ML,Farel Eden
2683,Time-series,ARIMA,S3,25,ML,Christopher Kristianto
2684,Time-series,ARIMA,S3,25,ML,Azis Sofyanto
2685,Time-series,LSTM,S2,23,ML,Farel Eden
2686,Time-series,LSTM,S2,23,ML,Alvin Tan
2687,Time-series,LSTM,S2,23,ML,Azis Sofyanto
2688,Time-series,LSTM,S2,23,ML,Christopher Kristianto
2689,Time-series,LSTM,S2,23,ML,Rikip Ginanjar
2690,Computer Vision,Optical Character Recognition,S3,7,ML,Putu Gede Agung Karna Sampalan
2691,Computer Vision,Optical Character Recognition,S3,7,ML,Farel Eden
2692,Front End,Vue.js,S2,9,Frontend,Abiyyu Diora Haqi
2693,Front End,Vue.js,S2,9,Frontend,Imam
2694,NLP,Text Classification,S1,15,ML,Farel Eden
2695,NLP,Text Classification,S1,15,ML,Rikip Ginanjar
2696,NLP,Text Classification,S1,15,ML,I Putu Ranantha Nugraha Suparta
2697,NLP,Text Classification,S1,15,ML,Putu Gede Agung Karna Sampalan
2698,NLP,Text Classification,S1,15,ML,Christopher Kristianto
2699,Computer Vision,Image Segmentation,S3,14,ML,Azis Sofyanto
2700,Computer Vision,Image Segmentation,S3,14,ML,Rikip Ginanjar
2701,Computer Vision,Image Segmentation,S3,14,ML,Farel Eden
2702,Computer Vision,Image Segmentation,S3,14,ML,Christopher Kristianto
2703,Computer Vision,Optical Character Recognition,S2,12,ML,Alvin Tan
2704,Computer Vision,Optical Character Recognition,S2,12,ML,Azis Sofyanto
2705,Computer Vision,Optical Character Recognition,S2,12,ML,Rikip Ginanjar
2706,Computer Vision,Optical Character Recognition,S2,12,ML,I Putu Ranantha Nugraha Suparta
2707,Data Engineering,Data Lake,S3,29,ML,Suci Rahmadani
2708,Data Engineering,Data Lake,S3,29,ML,Andhika Zulfikri
2709,Data Engineering,Data Lake,S3,29,ML,Farel Eden
2710,Data Engineering,Data Lake,S3,29,ML,Gabriel Kheisa
2711,Data Engineering,Data Lake,S3,29,ML,Putu Gede Agung Karna Sampalan
2712,Front End,Vue.js,S1,12,Frontend,Iga Narendra Pramawijaya
2713,Front End,Vue.js,S1,12,Frontend,Muhammad Raden Syawali Akbar
2714,Front End,Vue.js,S1,12,Frontend,Abiyyu Diora Haqi
2715,Front End,Vue.js,S1,12,Frontend,Andi Rezal Oktavianto
2716,Time-series,ARIMA,S3,6,ML,Azis Sofyanto
2717,Time-series,ARIMA,S3,6,ML,I Putu Ranantha Nugraha Suparta
2718,Speech / Audio,Audio Signal Processing,S3,15,ML,Nyoman Satiya Najwa Sadha
2719,Speech / Audio,Audio Signal Processing,S3,15,ML,Bagja Kurniadi
2720,Speech / Audio,Audio Signal Processing,S3,15,ML,Suci Rahmadani
2721,Speech / Audio,Audio Signal Processing,S3,15,ML,Farel Eden
